1	1	1	1	1	917.1	600.3	324
1	1	1	1	2	1001.1	809.9	94
1	1	1	1	3	1017.5	912.3	244
1	1	1	1	4	1064.2	610.8	174
1	1	1	1	5	1125.1	639.5	316
1	1	1	1	6	1085.3	605.5	238
1	1	1	1	7	1004	916	1132
1	1	1	1	8	1017	773.8	150
1	1	1	1	9	1105.7	628	184
1	1	1	1	10	946.1	666.2	196
1	1	1	1	11	992.2	687.3	232
1	1	1	1	12	1024.6	450	630
1	1	2	2	1	931.1	621.5	372
1	1	2	2	2	988.9	781.6	132
1	1	2	2	3	960	885.4	248
1	1	2	2	4	1079.1	625.8	240
1	1	2	2	5	914.4	638.6	268
1	1	2	2	6	965.8	917	610
1	1	2	2	7	1048.3	701.8	122
1	1	2	2	8	1090.1	617.6	430
1	1	2	2	9	855.3	637.3	674
1	1	2	2	10	1000.8	931.5	868
1	1	3	3	1	950.3	603.6	338
1	1	3	3	2	978.8	780.6	108
1	1	3	3	3	1017.7	884.6	190
1	1	3	3	4	1001.8	920	330
1	1	3	3	5	1119	655.2	552
1	1	3	3	6	1016.9	931.7	858
1	1	3	3	7	1100.9	756.3	118
1	1	3	3	8	1131.5	679.4	478
1	1	3	3	9	1028.3	926.9	256
1	1	4	4	1	903	624.4	314
1	1	4	4	2	993.6	785	150
1	1	4	4	3	972.3	848.6	236
1	1	4	4	4	957.8	547.9	254
1	1	4	4	5	855.6	663.3	722
1	1	4	4	6	917.2	546.6	26
1	1	4	4	7	928.1	594.4	402
1	1	4	4	8	1047.6	611.8	440
2	0	1	1	1	962.4	537.5	346
2	0	1	1	2	989.7	660.5	320
2	0	1	1	3	1022.9	595.6	356
2	0	1	1	4	1008.4	563.7	244
2	0	1	1	5	993.2	793.9	446
2	0	1	1	6	1050.1	553.1	410
2	0	1	1	7	1107.5	527.6	284
2	0	1	1	8	1066.9	451.6	428
2	0	1	1	9	969.3	594.6	358
2	0	1	1	10	1060.2	578.6	734
2	0	1	1	11	1004.9	667.8	78
2	0	2	2	1	980.6	568.2	348
2	0	2	2	2	1005.9	671	208
2	0	2	2	3	974.3	616.2	646
2	0	2	2	4	1011.2	771.2	538
2	0	2	2	5	975.1	623.4	632
2	0	2	2	6	1057.1	615.3	442
2	0	2	2	7	957.5	660.4	286
2	0	2	2	8	1032.9	617.3	564
2	0	2	2	9	1002.8	591.2	384
2	0	3	3	1	974.8	589.8	348
2	0	3	3	2	1022.9	733.1	386
2	0	3	3	3	1054	644.6	264
2	0	3	3	4	965	661.1	212
2	0	3	3	5	1017.7	783.6	674
2	0	3	3	6	1047.7	701.7	464
2	0	3	3	7	1003.5	681.9	216
2	0	3	3	8	1048	652.2	460
2	0	3	3	9	1005.6	628.1	244
2	0	4	4	1	986.9	569.4	342
2	0	4	4	2	1039.7	713.2	372
2	0	4	4	3	1036.6	635.6	376
2	0	4	4	4	1057	598.1	974
2	0	4	4	5	982.2	595.9	442
2	0	4	4	6	1076.6	588.3	192
2	0	4	4	7	1011.8	686.1	94
3	1	1	1	1	995.8	559.3	352
3	1	1	1	2	1119.6	557.5	178
3	1	1	1	3	948.9	547.9	166
3	1	1	1	4	1121	538.8	170
3	1	1	1	5	1041.1	785.7	368
3	1	1	1	6	1096	568.6	200
3	1	1	1	7	918.8	300.6	160
3	1	1	1	8	1020.6	587.3	210
3	1	1	1	9	1137.1	574.7	228
3	1	1	1	10	933.9	574.7	182
3	1	1	1	11	1097.1	582.7	154
3	1	1	1	12	1052.6	861.2	252
3	1	1	1	13	1066.9	668.8	150
3	1	1	1	14	1134.6	582.4	238
3	1	1	1	15	1017.1	738.9	40
3	1	1	1	16	1019.1	734.9	62
3	1	1	1	17	1116.9	580.4	98
3	1	1	1	18	943.8	559.2	116
3	1	2	2	1	989.4	485.6	212
3	1	3	3	1	1004.5	511.7	324
3	1	3	3	2	1111.5	530.5	172
3	1	3	3	3	979.4	528.2	168
3	1	3	3	4	1100.9	533.5	490
3	1	3	3	5	1043.4	776.7	212
3	1	3	3	6	1026.7	595.7	146
3	1	3	3	7	1243.1	582.3	154
3	1	3	3	8	1010	558.8	288
3	1	3	3	9	1179	610.6	96
3	1	3	3	10	987.8	259	130
3	1	3	3	11	949.6	170.1	474
3	1	3	3	12	903.4	751.9	146
3	1	3	3	13	765.4	823.6	294
3	0	4	4	1	884.1	352.3	296
3	0	4	4	2	954	405.8	102
3	0	4	4	3	1046.1	538.1	474
3	0	4	4	4	957.4	560.7	432
3	0	4	4	5	1058.4	554.6	302
3	0	4	4	6	962.6	679.8	234
3	0	4	4	7	905.6	563.9	128
3	0	4	4	8	859.8	530	276
3	0	4	4	9	1073.1	521	466
3	0	4	4	10	867	518.1	154
3	0	4	4	11	949	698.7	456
3	0	4	4	12	1055.8	529.4	448
